time_frequent_itemsets,time_association_rules,time_total
0.002908945083618164,0.0017249584197998047,0.004633903503417969
0.003011941909790039,0.0020520687103271484,0.0050640106201171875
0.002763032913208008,0.001600027084350586,0.004363059997558594
0.002432107925415039,0.002708911895751953,0.005141019821166992
0.00416111946105957,0.0016398429870605469,0.005800962448120117
0.003511190414428711,0.002158641815185547,0.005669832229614258
0.0034499168395996094,0.0014948844909667969,0.004944801330566406
0.0036323070526123047,0.0017957687377929688,0.0054280757904052734
